,area_type,location,total_sqft,bathroom,balcony,price,BHK
6105,Super built-up  Area,Other,1080.0,2.0,2,75.0,3.0
6106,Built-up  Area,HBR Layout,1783.0,3.0,2,125.0,3.0
6107,Super built-up  Area,Haralur Road,1520.0,2.0,2,90.0,3.0
6108,Super built-up  Area,Sarjapur  Road,1060.0,2.0,1,55.0,2.0
6109,Super built-up  Area,Raja Rajeshwari Nagar,1267.0,2.0,1,54.35,2.0
6111,Built-up  Area,Other,2408.5,3.0,2,180.0,3.0
6112,Super built-up  Area,Bannerghatta Road,1240.0,2.0,1,65.0,2.0
6116,Super built-up  Area,Other,1537.0,3.0,2,110.0,3.0
6119,Built-up  Area,Raja Rajeshwari Nagar,1100.0,2.0,1,50.0,2.0
6120,Super built-up  Area,Other,1750.0,3.0,2,150.0,3.0
6121,Super built-up  Area,9th Phase JP Nagar,1466.0,2.0,2,71.0,2.0
6124,Super built-up  Area,Kengeri,900.0,1.0,1,38.0,1.0
6125,Plot  Area,8th Phase JP Nagar,950.0,3.0,2,130.0,3.0
6128,Super built-up  Area,Other,2408.5,3.0,2,220.0,3.0
6129,Super built-up  Area,Hebbal,1987.0,4.0,2,165.0,3.0
6130,Super built-up  Area,Hoodi,1305.0,2.0,1,75.0,2.0
6131,Built-up  Area,Sarjapur,2100.0,3.0,1,125.0,4.0
6133,Super built-up  Area,Horamavu Banaswadi,1225.0,2.0,2,49.5,2.0
6134,Super built-up  Area,Hennur,1255.0,2.0,1,55.5,2.0
6135,Super built-up  Area,Other,1191.0,2.0,1,90.0,2.0
6136,Plot  Area,Uttarahalli,2408.5,2.0,2,220.0,6.0
6141,Super built-up  Area,Hennur Road,1232.0,2.0,2,89.0,2.0
6142,Super built-up  Area,Thanisandra,1732.0,3.0,3,85.73,3.0
6143,Super built-up  Area,Yelahanka,1614.0,2.0,1,100.0,3.0
6144,Built-up  Area,Magadi Road,900.0,1.0,1,38.0,2.0
6145,Super built-up  Area,Thigalarapalya,2072.0,4.0,2,155.0,3.0
6149,Built-up  Area,Other,900.0,2.0,3,110.0,3.0
6150,Plot  Area,Other,1200.0,3.0,1,150.0,3.0
6151,Super built-up  Area,Other,2408.5,5.0,1,220.0,4.0
6153,Super built-up  Area,Whitefield,1216.0,2.0,1,75.0,2.0
6154,Super built-up  Area,Lingadheeranahalli,2245.0,4.0,2,154.0,4.0
6155,Super built-up  Area,Bannerghatta Road,1476.0,3.0,1,125.0,3.0
6156,Super built-up  Area,Ambedkar Nagar,1852.0,3.0,2,130.0,3.0
6159,Super built-up  Area,Jakkur,2408.5,4.0,3,160.0,3.0
6160,Super built-up  Area,Marathahalli,1152.0,2.0,1,90.0,2.0
6161,Super built-up  Area,Harlur,1762.0,3.0,2,133.0,3.0
6162,Plot  Area,Kammasandra,1400.0,3.0,2,92.0,3.0
6163,Super built-up  Area,Rachenahalli,1530.0,2.0,2,74.4,3.0
6164,Plot  Area,Other,2400.0,2.0,3,220.0,6.0
6165,Super built-up  Area,Raja Rajeshwari Nagar,1185.0,2.0,2,40.17,2.0
6166,Super built-up  Area,Yelahanka,1890.0,3.0,2,108.0,3.0
6168,Plot  Area,Other,900.0,4.0,1,104.0,3.0
6170,Super built-up  Area,Bellandur,1201.0,2.0,2,59.99,2.0
6172,Built-up  Area,Electronic City Phase II,1165.0,2.0,1,38.0,2.0
6173,Super built-up  Area,Bommanahalli,1100.0,1.0,2,55.0,2.0
6174,Built-up  Area,9th Phase JP Nagar,1890.0,2.0,1,93.0,3.0
6176,Super built-up  Area,Other,2408.5,4.0,3,220.0,4.0
6177,Super built-up  Area,Battarahalli,1165.0,2.0,1,43.0,2.0
6179,Plot  Area,Other,900.0,2.0,0,48.0,3.0
6180,Plot  Area,Uttarahalli,1200.0,4.0,3,179.0,4.0
6181,Built-up  Area,Electronics City Phase 1,900.0,1.0,0,38.0,1.0
6182,Built-up  Area,Whitefield,2408.5,4.0,3,220.0,4.0
6185,Super built-up  Area,Jakkur,1819.18,3.0,2,168.0,3.0
6186,Plot  Area,Kanakapura,1500.0,3.0,3,125.0,3.0
6188,Super built-up  Area,Other,2408.5,4.0,3,220.0,3.0
6190,Super built-up  Area,Other,2408.5,2.0,1,220.0,4.0
6191,Super built-up  Area,Bommasandra,1020.0,2.0,1,40.89,2.0
6193,Super built-up  Area,Talaghattapura,1856.0,3.0,2,135.0,3.0
6195,Plot  Area,Other,2408.5,3.0,1,220.0,3.0
6197,Built-up  Area,Haralur Road,1300.0,2.0,2,60.0,2.0
6199,Super built-up  Area,Bellandur,1325.0,2.0,2,65.0,2.0
6202,Built-up  Area,Ramamurthy Nagar,900.0,2.0,1,38.0,2.0
6203,Super built-up  Area,7th Phase JP Nagar,1675.0,2.0,2,135.0,3.0
6205,Super built-up  Area,Other,2408.5,5.0,3,220.0,4.0
6207,Built-up  Area,Uttarahalli,1160.0,2.0,2,45.0,2.0
6209,Super built-up  Area,Sahakara Nagar,1914.0,3.0,2,149.0,3.0
6210,Super built-up  Area,BTM Layout,1458.0,3.0,2,79.0,3.0
6212,Built-up  Area,Babusapalaya,1105.0,2.0,1,40.0,2.0
6215,Super built-up  Area,Akshaya Nagar,1662.0,3.0,1,90.0,3.0
6216,Super built-up  Area,Yelahanka,1556.0,3.0,2,86.0,3.0
6217,Super built-up  Area,Jigani,918.0,2.0,2,50.0,2.0
6218,Super built-up  Area,Sarjapur  Road,1455.0,2.0,1,98.0,3.0
6221,Plot  Area,Other,1200.0,2.0,0,75.0,2.0
6224,Super built-up  Area,Subramanyapura,929.0,2.0,1,56.0,2.0
6225,Built-up  Area,Frazer Town,2408.5,5.0,1,220.0,4.0
6226,Super built-up  Area,7th Phase JP Nagar,1035.0,2.0,1,39.33,2.0
6228,Super built-up  Area,Channasandra,1065.0,2.0,1,40.47,2.0
6229,Super built-up  Area,Bannerghatta Road,1532.5,3.0,0,84.29,3.0
6232,Super built-up  Area,Hormavu,1093.0,2.0,1,38.0,2.0
6233,Built-up  Area,Anandapura,1250.0,2.0,2,45.0,2.0
6234,Super built-up  Area,Marathahalli,1680.0,3.0,3,105.0,3.0
6235,Super built-up  Area,Nagarbhavi,1146.0,2.0,1,50.0,2.0
6239,Super built-up  Area,Gottigere,1435.0,2.0,3,62.0,3.0
6240,Super built-up  Area,Devanahalli,900.0,1.0,0,38.0,1.0
6243,Super built-up  Area,Marathahalli,1910.0,3.0,3,119.0,3.0
6244,Super built-up  Area,Yelahanka,1610.0,4.0,2,85.0,3.0
6245,Super built-up  Area,Hulimavu,1127.0,2.0,1,65.0,2.0
6247,Super built-up  Area,Mysore Road,1155.0,2.0,1,51.0,2.0
6250,Plot  Area,Other,2200.0,4.0,2,160.0,3.0
6251,Built-up  Area,Billekahalli,2400.0,3.0,1,150.0,3.0
6254,Super built-up  Area,Kadugodi,1314.0,2.0,3,83.0,2.0
6255,Super built-up  Area,Rachenahalli,900.0,1.0,1,39.8,1.0
6258,Super built-up  Area,Bommasandra,920.0,2.0,1,38.0,2.0
6259,Built-up  Area,Sarjapur  Road,1850.0,3.0,3,140.0,3.0
6260,Super built-up  Area,Electronic City,1073.0,2.0,2,60.0,2.0
6263,Super built-up  Area,Kalyan nagar,1198.0,2.0,1,65.0,2.0
6265,Super built-up  Area,Other,1900.0,3.0,3,155.0,3.0
6266,Built-up  Area,Ramagondanahalli,1910.0,3.0,2,142.0,3.0
6267,Super built-up  Area,Mysore Road,1003.0,2.0,1,43.0,2.0
6271,Plot  Area,Other,2400.0,4.0,2,220.0,4.0
6272,Plot  Area,Other,1200.0,1.0,2,95.0,2.0
6274,Plot  Area,Other,2408.5,5.0,1,220.0,7.0
6276,Super built-up  Area,Hosur Road,1689.0,3.0,1,103.0,3.0
6277,Super built-up  Area,Electronic City Phase II,1031.0,2.0,1,53.0,2.0
6282,Plot  Area,Other,1350.0,4.0,2,220.0,4.0
6284,Super built-up  Area,Hennur Road,1250.0,2.0,1,77.88,3.0
6285,Super built-up  Area,Other,1100.0,2.0,2,110.0,2.0
6288,Super built-up  Area,Electronic City,1500.0,2.0,1,78.0,3.0
6289,Built-up  Area,Other,1942.0,3.0,1,155.0,3.0
6290,Super built-up  Area,Haralur Road,1985.0,3.0,2,130.0,3.0
6291,Super built-up  Area,Sarjapur  Road,950.0,1.0,0,39.9,1.0
6292,Plot  Area,Other,1200.0,4.0,2,80.0,3.0
6293,Super built-up  Area,Green Glen Layout,1752.0,3.0,2,105.0,3.0
6294,Plot  Area,Abbigere,1200.0,3.0,2,120.0,4.0
6296,Super built-up  Area,Old Madras Road,1480.0,2.0,2,84.0,3.0
6297,Plot  Area,Other,900.0,4.0,1,81.0,3.0
6298,Super built-up  Area,Sarjapur  Road,1826.0,3.0,2,130.0,3.0
6299,Super built-up  Area,8th Phase JP Nagar,1035.0,2.0,1,39.33,2.0
6301,Built-up  Area,Kasavanhalli,1667.0,3.0,2,92.0,3.0
6302,Super built-up  Area,Thanisandra,934.0,2.0,2,55.0,2.0
6303,Built-up  Area,JP Nagar,909.5427999999999,3.0,1,69.34,3.0
6306,Built-up  Area,Hosur Road,2408.5,5.0,3,180.0,5.0
6307,Super built-up  Area,Uttarahalli,1280.0,2.0,2,60.0,3.0
6314,Super built-up  Area,Other,1515.0,3.0,3,90.0,3.0
6315,Super built-up  Area,Thigalarapalya,1830.0,4.0,2,150.0,3.0
6317,Built-up  Area,BTM Layout,935.0,2.0,1,51.5,2.0
6318,Super built-up  Area,Jakkur,2197.0,3.0,2,136.0,3.0
6322,Super built-up  Area,Jakkur,1125.0,2.0,2,65.0,2.0
6324,Super built-up  Area,Thubarahalli,1200.0,2.0,2,79.0,2.0
6327,Super built-up  Area,Seegehalli,920.0,2.0,1,38.0,2.0
6328,Built-up  Area,Yelahanka,900.0,1.0,1,38.0,1.0
6330,Super built-up  Area,Chandapura,900.0,1.0,1,38.0,1.0
6332,Super built-up  Area,Electronics City Phase 1,1190.0,2.0,1,68.0,2.0
6336,Plot  Area,KR Puram,1200.0,1.0,0,65.0,2.0
6337,Plot  Area,Kundalahalli,2408.5,4.0,3,220.0,4.0
6339,Super built-up  Area,Yelahanka New Town,900.0,2.0,1,38.0,1.0
6340,Super built-up  Area,Bommasandra Industrial Area,1250.0,3.0,3,50.0,3.0
6342,Built-up  Area,Ambalipura,2408.5,4.0,2,220.0,4.0
6345,Super built-up  Area,Rajaji Nagar,1357.0,2.0,1,130.0,2.0
6346,Built-up  Area,Hosakerehalli,925.0,2.0,1,46.5,2.0
6347,Super built-up  Area,8th Phase JP Nagar,909.0,2.0,1,40.9,2.0
6349,Built-up  Area,Brookefield,1100.0,2.0,1,55.0,2.0
6350,Plot  Area,Malleshwaram,2408.5,5.0,2,220.0,4.0
6351,Super built-up  Area,Vidyaranyapura,1100.0,2.0,1,54.0,2.0
6352,Super built-up  Area,Subramanyapura,975.0,2.0,1,65.0,2.0
6353,Super built-up  Area,Raja Rajeshwari Nagar,1306.0,2.0,2,44.17,2.0
6354,Plot  Area,Other,1200.0,4.0,1,95.0,4.0
6355,Super built-up  Area,Kalena Agrahara,900.0,1.0,1,39.0,1.0
6357,Super built-up  Area,Ramamurthy Nagar,1125.0,2.0,1,47.0,2.0
6358,Super built-up  Area,Bhoganhalli,1447.0,2.0,1,75.97,2.0
6363,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2,51.5,2.0
6366,Built-up  Area,1st Phase JP Nagar,900.0,2.0,2,50.0,1.0
6367,Super built-up  Area,Hennur Road,2408.5,4.0,2,180.0,4.0
6368,Super built-up  Area,Rayasandra,900.0,1.0,1,38.0,1.0
6372,Built-up  Area,Kanakapura,2200.0,3.0,1,121.0,3.0
6373,Super built-up  Area,Whitefield,900.0,1.0,1,51.0,1.0
6377,Built-up  Area,Other,1200.0,1.0,0,69.0,1.0
6378,Super built-up  Area,Hormavu,1260.0,2.0,2,38.0,2.0
6380,Super built-up  Area,Hosakerehalli,2408.5,4.0,1,220.0,3.0
6382,Built-up  Area,Kaggadasapura,1500.0,3.0,0,75.0,3.0
6384,Super built-up  Area,7th Phase JP Nagar,1187.0,2.0,1,59.0,2.0
6385,Super built-up  Area,Kundalahalli,1120.0,2.0,1,53.76,2.0
6387,Super built-up  Area,Other,1717.0,3.0,3,99.0,3.0
6389,Super built-up  Area,Kasturi Nagar,1100.0,2.0,2,58.0,2.0
6390,Plot  Area,Other,1200.0,1.0,0,48.0,1.0
6392,Plot  Area,Kothanur,1500.0,1.0,0,75.0,1.0
6393,Plot  Area,Other,2408.5,4.0,1,220.0,5.0
6394,Super built-up  Area,Haralur Road,1255.0,2.0,1,90.0,3.0
6395,Super built-up  Area,5th Phase JP Nagar,1220.0,2.0,3,88.0,2.0
6396,Built-up  Area,Electronic City Phase II,1065.0,2.0,1,38.0,2.0
6398,Super built-up  Area,Bellandur,1281.0,2.0,2,87.0,2.0
6400,Carpet  Area,Kaggadasapura,1215.0,2.0,3,43.0,2.0
6401,Plot  Area,Ananth Nagar,1200.0,3.0,1,87.0,4.0
6402,Super built-up  Area,Mysore Road,1237.0,2.0,2,73.0,2.0
6403,Super built-up  Area,Lakshminarayana Pura,1300.0,2.0,1,70.0,2.0
6407,Built-up  Area,Banashankari,1186.0,2.0,3,65.0,2.0
6409,Super built-up  Area,Kengeri,900.0,2.0,1,38.0,2.0
6410,Built-up  Area,Varthur,1083.0,2.0,2,38.0,2.0
6411,Built-up  Area,Other,1430.0,2.0,1,78.65,3.0
6412,Super built-up  Area,Thanisandra,1056.0,2.0,2,68.0,2.0
6414,Super built-up  Area,Banashankari,1650.0,3.0,2,101.0,3.0
6416,Super built-up  Area,Rayasandra,1198.0,2.0,1,54.0,2.0
6420,Built-up  Area,Kanakapura,1340.0,2.0,2,65.0,2.0
6421,Plot  Area,Other,2408.5,3.0,2,220.0,4.0
6422,Plot  Area,Other,2400.0,2.0,1,220.0,6.0
6425,Super built-up  Area,Talaghattapura,2254.0,3.0,2,153.0,3.0
6427,Built-up  Area,Other,1800.0,5.0,1,220.0,4.0
6428,Built-up  Area,JP Nagar,900.0,2.0,1,45.0,2.0
6430,Super built-up  Area,Uttarahalli,1190.0,2.0,1,53.55,2.0
6431,Super built-up  Area,Whitefield,1173.0,2.0,1,77.0,2.0
6432,Plot  Area,Sarjapura - Attibele Road,1800.0,3.0,2,90.0,3.0
6434,Super built-up  Area,Sarjapur,913.0,2.0,1,38.0,2.0
6437,Super built-up  Area,Billekahalli,2408.5,3.0,1,220.0,3.0
6439,Super built-up  Area,Hosur Road,1345.0,2.0,2,106.0,2.0
6440,Super built-up  Area,Other,1594.0,3.0,2,99.0,3.0
6442,Super built-up  Area,Haralur Road,1056.0,2.0,1,60.0,2.0
6443,Plot  Area,Whitefield,1200.0,3.0,1,68.4,3.0
6446,Super built-up  Area,Other,1464.0,2.0,1,145.0,2.0
6449,Super built-up  Area,Kundalahalli,1047.0,2.0,1,82.62,2.0
6450,Plot  Area,Other,1200.0,2.0,0,75.0,2.0
6451,Plot  Area,Other,1200.0,2.0,1,190.0,3.0
6453,Built-up  Area,Rajaji Nagar,2300.0,3.0,3,220.0,3.0
6454,Super built-up  Area,Ramamurthy Nagar,1000.0,2.0,1,62.0,2.0
6455,Super built-up  Area,Lingadheeranahalli,1682.0,3.0,1,113.0,3.0
6456,Super built-up  Area,Harlur,1756.0,3.0,2,131.0,3.0
6457,Plot  Area,Other,2408.5,4.0,2,220.0,5.0
6459,Super built-up  Area,Vittasandra,1238.0,2.0,1,67.32,2.0
6460,Super built-up  Area,Dasanapura,900.0,2.0,1,42.0,2.0
6461,Built-up  Area,Dodda Nekkundi,1145.0,2.0,1,46.5,2.0
6462,Super built-up  Area,Varthur,965.0,2.0,1,38.0,2.0
6465,Super built-up  Area,1st Phase JP Nagar,1590.0,3.0,3,131.0,3.0
6466,Super built-up  Area,Begur Road,900.0,1.0,1,40.0,1.0
6468,Super built-up  Area,Indira Nagar,1260.0,2.0,2,100.0,2.0
6469,Super built-up  Area,Rayasandra,1555.0,3.0,2,75.17,3.0
6470,Built-up  Area,Other,2408.5,4.0,1,220.0,4.0
6471,Super built-up  Area,Kaggadasapura,1225.0,2.0,2,48.0,2.0
6473,Super built-up  Area,Rajaji Nagar,1640.0,3.0,2,220.0,3.0
6474,Built-up  Area,Thanisandra,1595.0,3.0,1,110.0,3.0
6475,Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2,40.44,2.0
6476,Super built-up  Area,Yelahanka,1859.0,3.0,1,108.0,3.0
6477,Super built-up  Area,9th Phase JP Nagar,1079.0,2.0,1,60.0,2.0
6480,Super built-up  Area,CV Raman Nagar,1198.0,2.0,2,60.0,2.0
6482,Super built-up  Area,Thigalarapalya,1830.0,4.0,2,135.0,3.0
6483,Super built-up  Area,Banashankari Stage VI,1160.0,2.0,1,59.0,2.0
6484,Super built-up  Area,Other,1485.0,2.0,1,156.0,3.0
6485,Super built-up  Area,Other,2070.0,3.0,3,135.0,3.0
6487,Built-up  Area,Kannamangala,957.0,2.0,0,52.5,2.0
6488,Plot  Area,Basaveshwara Nagar,2400.0,4.0,1,220.0,5.0
6489,Super built-up  Area,Bannerghatta Road,1268.0,2.0,1,69.0,2.0
6490,Super built-up  Area,Bannerghatta Road,1450.0,2.0,2,87.0,3.0
6492,Super built-up  Area,Uttarahalli,1330.0,2.0,1,57.0,3.0
6494,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2,51.5,2.0
6497,Super built-up  Area,Chikkalasandra,1075.0,2.0,1,46.76,2.0
6498,Super built-up  Area,Other,900.0,2.0,1,55.0,2.0
6501,Super built-up  Area,Haralur Road,1140.0,2.0,1,42.0,2.0
6502,Super built-up  Area,Other,1480.0,2.0,2,125.0,3.0
6504,Super built-up  Area,Talaghattapura,2106.0,3.0,3,148.0,3.0
6505,Plot  Area,Yeshwanthpur,2400.0,2.0,1,220.0,3.0
6507,Plot  Area,Other,900.0,3.0,2,120.0,3.0
6508,Super built-up  Area,Marathahalli,1602.0,2.0,1,104.0,2.0
6509,Super built-up  Area,Sarjapur  Road,1660.0,2.0,2,116.0,3.0
6510,Super built-up  Area,Electronic City Phase II,1549.0,3.0,2,80.0,3.0
6511,Super built-up  Area,Marathahalli,900.0,1.0,1,38.0,1.0
6512,Super built-up  Area,Balagere,1012.0,2.0,1,64.0,2.0
6513,Super built-up  Area,Marathahalli,1469.0,3.0,1,89.0,3.0
6515,Super built-up  Area,Electronic City Phase II,1065.0,2.0,1,56.13,2.0
6516,Super built-up  Area,Thanisandra,1411.0,3.0,1,93.15,3.0
6517,Super built-up  Area,Pai Layout,1400.0,2.0,2,57.5,2.0
6519,Super built-up  Area,Haralur Road,1245.0,2.0,3,62.0,2.0
6520,Super built-up  Area,Choodasandra,1115.0,2.0,1,50.0,2.0
6521,Super built-up  Area,Vidyaranyapura,1000.0,2.0,1,38.0,2.0
6524,Super built-up  Area,Other,1500.0,2.0,2,130.0,2.0
6525,Super built-up  Area,Chandapura,900.0,1.0,1,38.0,1.0
6527,Super built-up  Area,Kasavanhalli,1494.0,3.0,2,82.0,3.0
6528,Super built-up  Area,Bhoganhalli,1949.0,3.0,2,129.0,3.0
6529,Super built-up  Area,BTM Layout,1020.0,2.0,1,46.5,2.0
6530,Super built-up  Area,Mysore Road,900.0,2.0,1,45.0,2.0
6531,Built-up  Area,Old Airport Road,2408.5,4.0,1,220.0,4.0
6533,Plot  Area,Mysore Road,2232.0,2.0,2,220.0,3.0
6534,Super built-up  Area,Other,2010.0,3.0,3,125.0,3.0
6535,Super built-up  Area,Yeshwanthpur,1240.0,2.0,2,80.0,2.0
6536,Super built-up  Area,6th Phase JP Nagar,1213.0,2.0,1,63.0,2.0
6538,Plot  Area,Hoskote,1800.0,2.0,3,185.0,3.0
6539,Super built-up  Area,Bannerghatta Road,2408.5,5.0,1,195.0,4.0
6540,Built-up  Area,Whitefield,2408.5,5.0,2,220.0,4.0
6541,Built-up  Area,Gottigere,945.0,2.0,0,45.0,2.0
6542,Super built-up  Area,Other,1504.0,2.0,2,100.0,3.0
6543,Super built-up  Area,Lakshminarayana Pura,1569.0,3.0,2,150.0,3.0
6544,Super built-up  Area,Harlur,1755.0,3.0,2,130.0,3.0
6545,Super built-up  Area,Vijayanagar,1760.0,3.0,1,140.0,3.0
6546,Super built-up  Area,Hoodi,1240.0,2.0,3,43.94,2.0
6547,Super built-up  Area,Electronics City Phase 1,1450.0,3.0,2,72.54,3.0
6548,Super built-up  Area,5th Phase JP Nagar,1000.0,2.0,0,48.0,2.0
6549,Plot  Area,Other,2408.5,1.0,1,220.0,1.0
6551,Super built-up  Area,Choodasandra,1215.0,2.0,2,59.0,2.0
6554,Super built-up  Area,Raja Rajeshwari Nagar,1178.0,2.0,1,75.0,2.0
6555,Plot  Area,Hulimavu,1500.0,4.0,3,192.0,4.0
6558,Super built-up  Area,Other,1602.0,2.0,1,165.0,3.0
6559,Plot  Area,Other,1200.0,4.0,1,130.0,4.0
6560,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2,46.0,2.0
6561,Built-up  Area,Other,1800.0,3.0,1,220.0,3.0
6562,Plot  Area,Dasarahalli,2400.0,2.0,1,152.0,3.0
6563,Super built-up  Area,Sarjapur  Road,1700.0,3.0,3,108.0,3.0
6564,Built-up  Area,Jigani,1200.0,3.0,2,65.0,3.0
6566,Plot  Area,Other,1240.0,3.0,2,165.0,3.0
6567,Built-up  Area,Whitefield,2408.5,3.0,2,220.0,3.0
6569,Plot  Area,TC Palaya,900.0,2.0,0,55.0,2.0
6571,Super built-up  Area,CV Raman Nagar,1560.0,2.0,2,85.0,2.0
6572,Super built-up  Area,Kambipura,900.0,2.0,1,44.0,2.0
6573,Super built-up  Area,Kengeri Satellite Town,900.0,2.0,1,38.0,2.0
6576,Super built-up  Area,Hormavu,1030.0,2.0,1,49.35,2.0
6577,Super built-up  Area,7th Phase JP Nagar,1850.0,3.0,2,155.0,3.0
6578,Built-up  Area,Hennur Road,1831.0,3.0,1,110.0,3.0
6582,Built-up  Area,7th Phase JP Nagar,1000.0,2.0,1,61.0,2.0
6586,Super built-up  Area,Electronics City Phase 1,900.0,1.0,0,38.0,1.0
6587,Super built-up  Area,Kadugodi,925.0,1.0,0,40.7,1.0
6588,Super built-up  Area,Electronic City,1140.0,2.0,1,70.93,2.0
6590,Super built-up  Area,Other,1862.0,3.0,3,120.0,3.0
6593,Plot  Area,Other,900.0,3.0,2,195.0,3.0
6594,Super built-up  Area,Kalena Agrahara,1120.0,2.0,2,40.0,2.0
6595,Built-up  Area,Other,2408.5,3.0,3,200.0,3.0
6597,Super built-up  Area,Basavangudi,1100.0,2.0,3,93.0,2.0
6598,Plot  Area,Other,1355.0,3.0,0,135.0,4.0
6599,Built-up  Area,Other,1677.0,3.0,2,98.0,3.0
6601,Super built-up  Area,Uttarahalli,1560.0,3.0,3,74.0,3.0
6602,Super built-up  Area,Arekere,2060.0,3.0,2,150.0,3.0
6604,Super built-up  Area,Harlur,1864.0,3.0,1,140.0,3.0
6605,Built-up  Area,Electronics City Phase 1,900.0,1.0,1,38.0,1.0
6606,Plot  Area,Other,1200.0,2.0,3,95.0,3.0
6607,Super built-up  Area,Other,1150.0,2.0,1,170.0,3.0
6609,Built-up  Area,Other,1490.0,2.0,1,115.0,3.0
6611,Plot  Area,Whitefield,2408.5,2.0,1,220.0,4.0
6613,Super built-up  Area,Thigalarapalya,1000.0,2.0,2,48.53,2.0
6614,Super built-up  Area,Horamavu Agara,1060.0,2.0,1,38.0,2.0
6615,Super built-up  Area,Kundalahalli,1047.0,2.0,1,91.0,2.0
6616,Built-up  Area,Basaveshwara Nagar,1200.0,2.0,2,80.0,2.0
6617,Super built-up  Area,Akshaya Nagar,1420.0,2.0,2,75.0,3.0
6618,Super built-up  Area,Sarjapur  Road,1539.0,3.0,1,85.0,3.0
6623,Super built-up  Area,Electronic City Phase II,920.0,2.0,2,38.0,2.0
6624,Super built-up  Area,Other,1740.0,3.0,3,120.0,3.0
6625,Super built-up  Area,OMBR Layout,1855.0,3.0,2,145.0,3.0
6626,Super built-up  Area,Kundalahalli,1724.0,3.0,1,146.0,3.0
6631,Super built-up  Area,Thubarahalli,1200.0,2.0,2,80.0,2.0
6632,Built-up  Area,Haralur Road,1140.0,2.0,2,58.0,2.0
6634,Super built-up  Area,Other,900.0,1.0,1,38.0,1.0
6644,Super built-up  Area,Sarjapur  Road,1489.0,2.0,3,82.0,3.0
6646,Super built-up  Area,Haralur Road,1140.0,2.0,2,42.0,2.0
6648,Super built-up  Area,Lingadheeranahalli,1682.0,3.0,1,114.0,3.0
6649,Super built-up  Area,Panathur,1198.0,2.0,1,86.26,2.0
6650,Plot  Area,Other,2408.5,3.0,2,220.0,3.0
6652,Super built-up  Area,Kodichikkanahalli,1026.0,2.0,1,45.0,2.0
6654,Plot  Area,Other,900.0,2.0,0,42.0,2.0
6655,Super built-up  Area,Sarjapur  Road,900.0,1.0,1,45.0,1.0
6656,Built-up  Area,Other,1200.0,4.0,1,85.0,4.0
6657,Built-up  Area,Attibele,2400.0,3.0,3,120.0,3.0
6658,Super built-up  Area,Thubarahalli,1200.0,2.0,2,79.55,2.0
6659,Plot  Area,Kundalahalli,2408.5,5.0,2,220.0,4.0
6662,Plot  Area,Other,1500.0,5.0,3,220.0,4.0
6663,Plot  Area,Gottigere,1500.0,4.0,1,100.0,5.0
6665,Built-up  Area,Brookefield,1225.0,2.0,2,66.5,2.0
6666,Built-up  Area,Bommanahalli,1350.0,2.0,2,72.0,2.0
6667,Super built-up  Area,Other,1030.0,2.0,2,220.0,2.0
6670,Super built-up  Area,Other,1520.0,3.0,2,111.0,3.0
6671,Plot  Area,Whitefield,2408.5,4.0,1,220.0,4.0
6673,Super built-up  Area,Rachenahalli,1200.0,2.0,2,50.0,2.0
6674,Plot  Area,Other,1200.0,4.0,2,86.0,4.0
6675,Plot  Area,Other,2408.5,2.0,3,220.0,5.0
6676,Super built-up  Area,Yelahanka,1322.0,2.0,2,80.0,2.0
6677,Super built-up  Area,Whitefield,2173.0,3.0,2,128.0,3.0
6678,Super built-up  Area,Sarjapur  Road,1200.0,2.0,2,75.0,2.0
6679,Super built-up  Area,Thubarahalli,1200.0,2.0,2,47.0,2.0
6680,Super built-up  Area,Mysore Road,1170.0,2.0,2,65.0,2.0
6682,Super built-up  Area,Devanahalli,900.0,1.0,0,38.0,1.0
6683,Super built-up  Area,Other,1250.0,2.0,2,90.0,2.0
6686,Super built-up  Area,Other,1900.0,2.0,2,190.0,3.0
6688,Super built-up  Area,Electronics City Phase 1,1175.0,2.0,2,64.98,2.0
6691,Super built-up  Area,Electronics City Phase 1,900.0,1.0,1,38.0,1.0
6692,Plot  Area,Jigani,2408.5,5.0,2,220.0,4.0
6693,Super built-up  Area,Other,1602.0,2.0,1,170.0,3.0
6695,Super built-up  Area,Rajaji Nagar,2408.5,3.0,3,220.0,3.0
6696,Super built-up  Area,Sarjapur  Road,2145.0,3.0,3,180.0,3.0
6697,Super built-up  Area,Bannerghatta Road,960.0,2.0,3,58.0,2.0
6698,Super built-up  Area,Other,907.0,1.0,1,38.0,1.0
6699,Super built-up  Area,Old Madras Road,1210.0,2.0,1,74.0,2.0
6702,Super built-up  Area,5th Phase JP Nagar,1350.0,2.0,1,75.0,3.0
6703,Super built-up  Area,Kenchenahalli,1150.0,2.0,2,58.0,2.0
6704,Super built-up  Area,Sarjapur,1404.0,2.0,0,53.35,3.0
6705,Super built-up  Area,OMBR Layout,1050.0,2.0,3,48.0,2.0
6706,Plot  Area,Kothanur,1020.0,2.0,0,155.0,3.0
6708,Super built-up  Area,Hormavu,1018.0,2.0,1,50.8,2.0
6709,Plot  Area,Hoskote,1200.0,3.0,2,57.0,3.0
6711,Super built-up  Area,Other,1600.0,3.0,3,95.0,3.0
