,id,comment_text,identity_hate
354,00e27a6be7a1f8cb,okay i have now tried to just delete the offensive sentences in the beginning about mr irving being a socalled holocaust denier he says himself he is not and acknowledges that many jews were killed during the war however he does not go along with the  million jews killedfigure as he reckons the number to be lower and it really comes down to that  david has the right to question anything relating to history and  is his speciality and he actually makes a living of questioning and critically examining sourcesi also decided to delete the account about him loosing a court case in  david have launched several libel cases before  in  he won   libeldamage against an english sunday newspaper the fact that he this time lost is not something that should figure at the head of his cv many people also find it extraordinary that a judge can deside what a person is or is not and what beliefs he holds,0
355,00e3110f4ff4144f,there ive made him bold thats better lemmey  talk,0
356,00e3d92fb826eceb,after that my father started taken melfalannow it is nearly  and half year and his health condition is not goodi am consulting with the doctors,0
357,00e5404d42483c48,im pretty sure the incident has already been included and i know how to handle my own at riots too ,0
358,00e62b211fe9b9d2,im afraid thats a broken link for me ,0
359,00e68a4425303f07,ok maybe you want to comment on the talk page about that its interestig to know,0
360,00e6bb8677d8ee6d,oppose i find it hard to believe this requires an rfc but such is the wikiworld         ,0
361,00e729fdd5dbb85b,history can someone provide some information regarding the contracting of the ac service area ac transit used to serve most of the cities of the  corridor but the cities basically kicked out ac transit and now run their own services part of the reason was that ac transit was underserving the suburbs while spending their money on underutilized services in the urban areas  that history should be reflected in this article  talk ,0
362,00e74cad68ffbfc6,please do not create any more elephant nonsense pages  talk ,0
363,00e769033b3844a7,  i and   preceding undated comment added    i and  talk  contribs we do not care that wikinews even considers dr rafizadeh as an expert and interviewed hin here httpsenwikinewsorgwikiwikinewsinterviewsscottlucaseyalzissermajidrafizadehaboutrisksofusmilitaryinterventioninsyriawe simply do not care we do not care even if he publishes on cnn or nyt or quoted on cnn and new york times like here httpwwwcnncomopinioniranrouhanisyriarafizadehindexhtmlhttpglobalpublicsquareblogscnncomjobskeytomiddleeastsrevolutionarywavehttpeditioncnncomworldmeastsyriashiitesdoes not matter even if bbc world service made bio of him here httpwwwbbccoukprogrammes not matter if cnn and france international wrote about him and his family members being killed here  httpwwwcomensyriamajidrafizadehkidnapfamilytargettedcivilwarshabihaoppositionbasharassadi and  talk  contribs will never change our opinion  talk is always right we also dont care that he published in almost all national and international outlets including scholarly and academic works like here  httpsscholargooglecomscholarhlenqmajidrafizadehbtngassdtassdtp i and  talk are right we are jewish and we are right and we will never change our opinion whatever evidence you show,0
364,00e77df849456d99,are you ok dear  i notice that you have been absent from wikipedia for a few days its uncharacteristic so i hope you are not ill please accept my good wishes i just wanted to see if you are fine regards,0
365,00e9a20c61f96b13,congratulationsfor the third of may  reaching fa and its still april thanks for your input,0
366,00e9db54d1e315eb,paula white joel osteen marbled cat and a few others these images were correctly retrived and all information was given about the images that were necessary some were even my own and i gave full permission for their use on wikipedia  mcelite,0
367,00eb157eca0d3538,it isnt about success its a phenomenon that goes back at least  years to the days of sousa and johann strauss however if you look at the article milestones section above youll see it has survived no fewer than four deletion discussions and we do require credible sources and fancruft is removed on sight andemu ,0
368,00eb6533c271bc85,hate is my topic is hateif you hate a person means you like that person your hate can turn into your love,0
369,00eb79b53b55adb2,page i tried to create is now an actual page lol you banned me for nothing,0
370,00ec25ee9f856104, your report thank you for making a report  on wikipediaadministrator intervention against vandalism reporting and removing vandalism is vital to the functioning of wikipedia and all users are encouraged to revert warn and report vandalism  however administrators are generally only able to block users if they have received a recent final warning one that mentions that the user may be blocked and they have recently vandalized after that warning was given  the reported user has not yet been blocked because it appears this has not occurred yet if this user continues to vandalize even after their final warning please report them to the aiv noticeboard again thank you  talk ,0
371,00ed5cca8c8cfe00,npovplease stop adding not related moroccan issues to sahrawi articles while trying to look neutral i will revert it again  again as that editions are clear povpushing,0
372,00ed5db0f9814e1f,upgraded human language families wikicolorspnghuman language families in wikicolorsfile,0
373,00ee2489cd2a6fb6, a kitten for you you are  a good person  ,0
374,00ef2984561935dc,ok here it is peer viewed for  months and published at academic archive online diva on a permanent uri urnnbnsekaudiva wallin h   p an investigation of friction graphs ranking ability regarding the galling phenomenon in dry sofs contact  adhesive material transfer and friction a free pdf document available here or wwwdivaportalorg found here or at wwwuppsoklibriskbse here use search wordsgalling  harald wallin or the direct libris link here  ,0
375,00ef2cfcedd7d888,pov pushing faustian inserted this in the article the upas cooperation with jews was extensive enough that according to former head of the office to counter soviet disinformation at the usia some soviet propaganda works complained about zionist membership in upa seems to be a complete pov to muddy the waters  and picture upa as an organisation friendly to jews instead of an organisation which collaborated with the germans on exterminating the jewish people,0
376,00ef397f0d9e599a,redirect talka voice within album,0
377,00efe5b4ea0efdd9,wpblp violations i just removed another of your reverts which placed defamatory and uncited materials into cherokee freedmen controversy  wpcoi may apply to you since you seem to edit african american related articles and freedmen controversies  your dishonest edit summary was over the top,0
378,00f07769124c44b3,are they the anderthals are they the anderthals the same discription as in quran has anybody thought of this,0
379,00f0a2af234e1950,the discussion of when there first were outdoor trees with electric lights is very strange  are you kidding and some obscure town in nc i dont think this makes much sense especially since the sentences immediately preceding these establish that other cities had electrically lighted outdoor christmas trees in the early years of the  century the article cited for the north carolina town if read carefully really only states that the tradition of having outdoor lighted trees in that specific town began in  not that the town claims it was the first place to have such trees i am old enough to have been around in  though i was a small boy and i can tell you that we and our neighbors in southern california had lighted outdoor trees prior to  and no one thought it remarkable or unusual the history here is questionable to say the least,0
380,00f0efc07027e927, what comes next once we feel like weve gotten past the dispute stage i would say we have someone should post a request for page unprotection so that we can move the new version in you might also mention that the admin should merge naked short sellingworkshop in so that we can keep the page history or ill do it later tonight  it doesnt really matter talk ,0
381,00f16be4cb3b935c,redirect talkthe best of apocalypse,0
382,00f16e6ae4e7d32a,just dropping by i thought id leave a little feedback too a featured picture is not always put on the main page as noted by wppotd for example the seminude michele merkin was not used as it was found too cheesy wikipediapicture of the dayunused notes several pictures that were not used because they depict too much gore or are of a scatological nature a featured picture rating is essentially indicating that the community feels that the image is of high quality and high encyclopedic value on a side note potd seems to be up to  thanks for taking up the trace pink oboe   ,0
383,00f1df23d1679c95,some of the sources listed as ny mag cbs news fox news an interview with leighton speaking of the subject directly in teen vogue and us weekly a tv guide interview an article in the san francisco gate the newspaper from the town leighton grew up in naples daily news  if you do not consider those reliable sources you have a problem  if you want i can find  more sources from validreliable newspapers and magazines  everything is valid and sourced and should not be removed as it is the story of her life  wikipedia is an encyclopedia for facts and what is posted is fact,0
384,00f2ada74d2e09ac,the reason is the presence of a template based on inconclusiveness on my user page the further presence of the template is to be contested,0
385,00f2b8bc9915c115,ho ho ho merry christmas i shoulda known the piccirilli brothers actiually executed wards pediment sculpture at the stock exchange happy christmas carptrash,0
386,00f2f8d0d4fb77d5,i saw that reference and i added a note see note  by the name republic  ,0
387,00f301a983b75dfa,hey jim good to see you around youre right i was on a no consensus tending towards delete but not a clear delete because of the two times of india sources and one more source again from the times of india that is visible on the search engines what would you like me to do here i can relist the afd if you might prefer that  message ,0
388,00f30a41780face6,  and if he were a mere fellow editor i wouldnt have any problem with him  but since he seems to let the power of being an admin go to his head i have an issue with him  please read what remains of his talk page if you need examples of this  im a moderator on a very popular internet discussion board and i would never ignore a valid question from a user,0
389,00f35913b9cdff7d,is gonna help us to he is logged in if you want to talk to him on his talk page,0
390,00f3aa414f74de2d,they look great to me   mar   utc,0
391,00f5698b82d74156,april  utc wikipediacolours much thanks for fixingimproving the table code  no reason maybe add the info where you found the values is that in commoncss   all the styles are embedded highlyrepetitively if you know your way around mediawiki ive been asking everywhere for a css guru to clean up all the redundancy on the main page wikicode like we dont all have enough to do already eh  so many projects so few minions  ,0
392,00f59a92085d27ab,dear mokeleyou have no right to tell people to die in a fire just because that ip address is being used for vandilism does not mean you can talk to people like that you are in fact a bigger loser than the person who you block,0
393,00f5d48d25fcd50e,you have new messages last change and the notice below result from userarkyan and useravraham targeting this website as a result of an editorial dispute as to whether to include theodore roosevelts view of us political corruption on the unholy alliance page iethe unholy alliance a phrase used in the platform of the progressive party united states  written by himthe unholy alliance a concept elaborated upon in his autobiographytheir recent edits may be reviewed at specialcontributionsarkyan and specialcontributionsavraham and reverted where appropriate,0
394,00f6452ad1f893f1, peter the roman can some one place this and remove the argentinian chap from the prophecy which is not part of and replace it with this information and place his coat of arms any questions just email me   tarcisio pietro evasio bertone was incharge of the vatican from  february to  march  thus the prophesy of st malachi is fulfilled,0
395,00f7405ed0948103,rfcyou pretty much blew through my respect when you tried to demand i give up my adminship my position is very very simple  the afds were invalid they should not have been filed i fixed the mistake,0
396,00f84ff64cc93b6e,i dont delete material that complies with wp policyaccording to your own povinterpretationswiki badass woo  ,0
397,00f9c3fa802dbd57,and revert his edits,0
398,00fa6072f2eb086b,canonicity in generalive been involved in a long discussion over on talkstargate device over whether the stargate in the movie is the same thing as the stargate in the series with centrx arguing that they arent and that discussing the stargate in just one article was deceitful i dont think his argument is at all valid but in the course of looking stuff up on the web ive discovered that some fans of the movie apparently consider the sg series to be somehow illegitimate or noncanon im not familiar with the stargate fan community just the show itself so i dont feel comfortable adding discussion of this directly to the article does anyone know any details about this such as how widespread this apparent schism is    jul  utc,0
399,00fad81c9e87dfe0, capitalization please stop changing lowercase common nouns to upper case as in  the company has    the company has wpmoscaps notes that wikipedia avoids unnecessary capitalization proper nouns and the first word in a sentence are capitalized and not much more  yack ,0
400,00fc6e858f03197d,see claim three here httponlinelibrarywileycomdoimepofull that is a reliable source,0
401,00fc9cea87bcb9bc,if he is the community manager then first of all its a conflict of interest for him to be editing this and second of all he has the power to say explicitly on his site that there is no release date otherwise despite who he may be his position is incompatible with wikipedia policies swatjester son of the defender ,0
402,00fd5ba387c6793e, please do not vandalize pages as you did with this edit to boilingpoint elevation if you continue to do so you will be blocked from editing    ,0
403,00fe15080f2ac9b3,rants to policies hii think that you should reformat usershaneswhy tags are evilthe vandalism protection tags or at least the idea into some sort of proposal to reformat multiple distracting protection tags to less distracting corner icons for example redirecting  to  well probably move the later to the former for this case the corner icons work beautifully are much less distracting and clicking them will follow you to a page explaining what the lock is fori fully agree that the large box with text is very distracting and unnecessary this is especially true when nonuser wikipedia users read the articles which probably constitutes the majority of wikipedia readers they probably dont care that they cant edit the article nor would they and of most concernthey may confuse the tag with the article contentthanks ,0
404,00fe636fa72226e5,hi collectonian it obviously wasnt appropriate and i agree with the warning given by  vicenarian,0
405,00ff41da3e313991, a request  in the future please sign after your  tags on the photography workshop page while a bot is currently doing it for you ie  preceding unsigned comment added by   ,0
406,01005c52e2594556,ive revised the translation from the spanish by going back to this earlier edit  subsequent edits on the spanishlanguage wikipedia seem to have been intended mainly to insert links but have primarily succeeded in deleting chunks of the original text rendering the result both ungrammatical and somewhat insensible  ive taken s translation and incorporated the previously omitted text and gone over the whole to make it more idiomatic in english  its not quite there yet but is hopefully now serviceable   ,0
407,0101156affa4e54c,im sorry if you will not like the answer but i can not accept any wording indeed any word in the article that does not reflect or is reflected in sources would any of your patients be happy with an almost successful operationi care even less about the yugoslav media then i do about yugoslav politics it may not be what you want to hear either all i can do is repeat that there is no way in this world that the yugoslav troops were operating under independent command during this offensive its is just laughable even if i had no way to substantiate what i said journalists may write what they want but ask any military officer and heshe will tell you its inconceivable for the size of the op comms  ,0
408,01046493536406d2,and capital gains tax,0
409,0104dcedd9e32948,this should be included in the criticism summary section here since that sections content so far is not a remotely truthful summary of the criticism point of view fork article it clearly suggests to readers that basically all criticism of apple is related to product management in some way or othernow that apple inc has admitted that they did in fact use child labour this is clearly a far far more serious type of criticism than everything currently mentioned in this main articles criticism summary section the explicit word child labor should be mentioned in this article   ,0
410,010551d88d37fc65,mergeboth articles should be merged  operibus anteire ,0
411,01076f023a99d133,everywhere though i might just start going thru the secure server all the time because i have a similar issue with the popups userinfo grabber xenotalk ,0
412,01085056366ac31a,i agree with  theres no need to keep unclear concepts and wording when a better alternative exists also id ask  to not revert using source as a reason when source is actually a book of his authorship wpcoi and wpsps comes to mind  txt ,0
413,01091ea5e87a04a9,hi the routes to japan are often mis read first i had the argument that jal flew to tokyo not jalways but now i would like to challenge a route that jetstar takes it said the jetstar flew to kansai from brisbane this is true but you must connect through sydney although you would stay on the same aeroplane the flight number between bnekix changes in sydney meaning it is not a direct flight eg flight  sydkix flight  kixsyd via bne that is how it works if you are not sure please check qantas schedualing i wont edit the page now in fear that i will be banned,0
414,0109a30ed4bf255d,supporti and all the other sikh wikipedians on wikipedia support you on singh you are correct i completely agree with sikh historian im busy at the moment but if we need to get harrybabar permanently blocked then it should happen because his vandalism is unacceptable,0
415,0109d5a4788850f7,thank you for your racist experimenting with the page katherine heigl on wikipedia your test worked and it has been reverted or removed please use the sandbox for any other tests you may want to do take a look at the welcome page to learn more about contributing to our encyclopedia now go fuck yourself you racist canuck   u have nothing better to do than censor the truth u goddamn kkkkanuck piece o trash  dickhead moron   you canucks r real   fuk off dickweed  edit another  of my eidts and youll be expel from wiki by jimbo you sob  so watch it mofo piece of garbage racist mofo asshole  im tryinbg to be nice here so take what i say as a complimentyamla,0
416,0109e81b7ab2b70e, bulgars omg you are an admin and you protect the people who vandalise the bulgars article these attackers are panslavic ultranationalists and they dont want to see the word beginning with turk you help them remove reliable sources old bulgars are changing into slavs by your hand great  ,0
417,010c346c092c4060,you must be logged in to upload files so in other words i have to sign up just to add  things to  entryto hell with that this place can rot for all i care,0
418,010eacf6e6739cd2,mckinsey  company i think the best route would be to drop a note at wpbusiness t  c  wpfour  wpchicago  wpwaward ,0
419,010ecf924c0dfe2c,message long time no talk i was just pottering around on wiki and suddenly i thought of you so anyway how ya going i hope we can get along nowanyway there is an issue that i have that has to do with wikipedia a user on here had been stalking me and asking some innapprpriate questions do you have any ideas of what i could do i know that user is also from australia could the police here do any thingcheers for now,0
420,010f3443a2209b7a,  thanks from my point of view there are differences and parallels between the two concepts one parallel is that both concepts are intending a territory with a homogeneous population the difference is the concept of racial hygiene is intending a homogeneous population regarding the criterium race whatever race might be the concept of ethnically homogeneous states is intending a homogeneous population regarding the criterium ethnicity a second difference is that the concept of racial hygiene has led to more extreme forms and methods in political practice in history example the holocaust  not only expulsion but also extinction of millions of people in an industrially organised process user nov  ,0
421,010f618b6d3b8583,well i see futperf is getting quite angry now insulting other editors also and again their goal is make the point that the first bulgarian empire and the second bulgarian empire are not bulgarian or at least not related which helps their long term strategy for the invention of a macedonian nation and state think bulgarian tsar samuel etc which existed from antiquity and the middle ages thats it tropcho correctly pointed out that direct political continuity is completely unimportant for the info box no other country cares for this in their info box neither spain germany ireland poland etc what is important is to show how bulgaria formed thru the ages,0
422,0110531ec939f4f1,salutations jap welcome to wikipedia perhaps you might find wphockey of interest,0
423,01113aece2e95a73,be careful who you call a moron,0
424,0113fabbf6828fee, leadbeater biography smackbot problemrich  regarding the cwleadbeater biography articlehttpenwikipediaorgwikicharleswebsterleadbeater on  dec philosophus improperly reverted my extensive revision of dec  i removed all the smears and slanders from the article yet he accuses me of having a npov problem no editor has the right to revert the good faith contribution of another editor i will undo his improper revert  as you made a minor edit or two since then your edits will probably be lost also please communicate specifically what faults you find in the text and maybe we can work out some compromise wording if you are knowledgeable in the subject  if you are not knowledgeable you have no business editing this article        ,0
425,0114be16f0d4fce3,quoting hoppe first detailing kinsellas important pointsat this diff i put in the democracy section hoppes earlier comment first and followed with more about what kinsella said iestephan kinsella writes that hoppes critics have accused hoppe of homophobia bigotry and the like based on these passages kinsella wrote that that hoppes discussion of physically removing homosexuals and other groups only applied to private covenantbased communities centered around traditional values he shared a letter hope wrote to him saying the gay couple down the street who mind their own business would not be expelled but only those who are openly hostile to the basic heterosexual or private property basis of societyas i said in my edit summary just because some choose to totally take his comments about of context and attack him does not mean that wikipedia should be used for the same purpose   talkie talkie ,0
426,0114ddd9c920a218,the fact of the matter is that toei and bandai have been using gorenger to exclusively refer to the first super sentai series since at least  every subsequent series that has the       ending has been ranger you can see this sort of thing on any of the print material released by them lately has it as gorenger while all the others have been turboranger zyuranger dairanger kakuranger ohranger carranger megaranger timeranger gaoranger abaranger dekaranger magiranger and gekiranger i believe gorenger is also plastered across their vehiclesryulong    ,0
427,01151c40e5d59fe0, mark nutley has suggested instead of people edit warring they really ought to use the newest sources three to five million of this number died in ukraine and in the heavily ukrainianpopulated northern kuban among the richest grain producing areas in europenorman m naimark stalins genocides princeton university press  august  p httpbooksgooglecombooksidlpgpgvonepageqffalse,0
428,01158c10be84878a,i see that you just cant help yourself if you saw my being blocked as a reason to be victorious and now feel like keep telling on me to the administrator please do not use my talk page for that go the administrators noticeboard where the initial complaint was posted and add yet another post concerning your advice on what i need to familiarize myself with apply it right back at yourself especially regarding wpcons and please understand that consensus is a product of a prior discussion not just any piece wikipedia text that stayed unedited for a while,0
430,0116dc0c1e6d20cd,unfortunately judging from previous warnings some people here have a rather unusual view of what personal attacks are pointing out that the individuals accusing me of using sockpuppets were incorrect  and in fact the two main people making the accusations have been harassing me for months and had used sockpuppets and meat puppets themselves for getting around edit conflicts and to stack votes on a request for admin proceding as pointed out by several editors at the time  certainly cannot be considered a personal attack pointing out that admins did not have any actual policy basis to make the blocks is not a personal attack and it has in fact been confirmed by the overruling of the blocks more than once frankly if you are looking for personal attacks try yourself for your agfviolating attacks on my actions based upon limited information and actually misleading information given to you by other individuals or david gerard for claiming that i am trolling when all i am doing is defending myself from false accusations of others its very clear that a number of people here need to realize that the very things they are accusing me of and trying to justify for a block are exactly what they themselves are doing from behind the pretense of trying to solve thingsif you want to start blocking for incivility i might suggest removing david gerard for a while for his actions or elonka for falsely claiming that i was using sockpuppets or that i was harassing her or the sysop whose very talk page says hes going to go around blocking people no questions asked and in fact did so after i caught him restoring placing illegal information on how to pirate software an article talk page rules should apply to everyone and a number of people have been getting away with pretty flagrant violations and trying to rationalize them away by just labeling me as an alleged problem editor and not taking any sort of responsibility for their own actions  ,0
431,01176f578d6e5b55,looks good to me i think a nice pic of midtown from across the east river would be the best possible addition to the montage but there isnt one currently available on wiki commons,0
432,011813b36dadcbe1,perhaps the question is more of philosophy than of mathematics and we dont have any regulars at wikiproject math who are philosophers of mathematics  t  c,0
433,01193e9e851db130,except for the fact that theres no information for the table no confirmation on number of episodes why dont you just put  in so its just clutter  and not vandalism ,0
434,0119d1da26efff4f,right  on may   which is not the stars and bars  ,0
435,011c5f909f6956d2,perhaps goodday you could provide a diff for this thought as i am unaware of it btw i hope the move is goingwent ok,0
436,011cc194d139426c, it is also unfair that i cant respond to the allegations  talk ,0
437,011d0c0a6c8e5765,i never fucking made this mother fucking article i just fucking edited it and that was a fucking long time ago fucking assholes pissing me off ,0
438,011e1806af9f1862,has anyone ever considered including tagteam edit warring as a  violation when two people act in tandem unintentionally or intentionally to make the same revert four times they may not technically violate the  rule but they certainly do so in spirit  this was the problem on both sides in the edit war on the canada page and precisely what i wanted to avoid on the dominion page would it not be easier to warn editors as you did here rather than shut down pages for weeks at a time as was done in the canada case im sure this would cure the escalation problem without blocking access to pages any comments on this,0
439,011e2c96cfa8a055,fucked with the wrong muchacho   july   utc,0
440,011facc02ab812e7,thanks but an unblock would be a compromise  i live on the margins here creating articles on various subjects then see them deleted its a form of performance art  many of them dont get deleted  medieval philosophy is still there and history of logic to name a few  im one of those people they just dont know what to do with and i like it like that  ,0
441,012028e3bdaedd1b,yes i do hope to get it to ga status in the future  wpmostv states that for fictional characters their storylines should come first and then the information on their creation and characterization it makes more sense to read about what storylines the character has been involved in before going into the production of it all the same style is used for articles on books films and television showsepisodes  ,0
442,01208d2b76624130,hi im a fucking bitch,0
443,01208f83acbdc6b2,please educate me as to how this article is a copyright infringement and if so from which source once this has been established could you explain how best to rectify the situation thank you,0
444,012158a8030c1bd0,mens ranking figure while nice to look at misses key time between  olympics and  world championships thats all there is to it in the title iihf lists a  postolympics ranking and  ranking presumably postwc to exclude this period is incorrect as it is a time where canada was ranked  overall russia  the same issue will happen this year as rankings will change twice after olympics and again after wc,0
445,0122aba9f97885cd,there are many broken nostrils in this pancreas,0
446,0122c832da34ecc6,that last line the new version is better is ypov  this newyour version just complicates the issue and makes the article less simple to read  tell me why must boston be mentioned as a cultural and business hub at all  this seems to be at the heart of your bias  it appears as you want the viewers to get from reading it that boston is somehow the nerve center and city that new england revolves around and looks up to  why must this illusion be on the page,0
447,01240081236cbbea,utcit sounds wrong because first it reads are which is presenttenseee and then it reads used which is the past tense i reworded the whole thing to pasttense because we are discussing already published works as opposed to works being published or yet to be published   arnfj r   bjarmason    sep ,0
448,0124eae2c0409f26,and you took your time to answer,0
449,01255d36462a328c, yobot incorrect defaultsort hi yobot  an incorrect defaultsort its puzzling as to why it didnt recognize the article as being about a person among other clues it included birth and death dates at the top as well as a  which yobot substituted to additionally include the correct defaultsort   xa ab am ,0
450,01257f226e21d25a,biased unreliableemotionally written by armenin wiki editorspls stop using the wikipedia for your dirty propaganda and lobbying purposes there was no genocide this is a amyth advanced by the armenian church and armenian fundamentalist fascists a nation can not be subject to a egnocide when it has several heros for whom you can see statues in yerevan irevan jews dont have it the resolution is the act of some sold congressmen who want to appease the armenian lobby it has no reliable valid and neutral content it is kjust a piece of dirty and lie facts presented and written by christian missionaries working to kill turks and kurds in  you can claim to be subject to genocide as much as you want but this thing did never happen some armenian fundamentalists and fascists who were killing kurds turks and azerbaijanis were killed by great sons of the turkic nation and i am proud of them go and propogate your lie as much as you can you will achieve nothing raman,0
451,0125f95ac41f6cea,add mobile porn as additional wpalso link,0
452,0126be72d219cb6d,smersd why is the slovak party smersd between noninscrits they are regular socialists they used to be out of pes but that was settled pretty long ago liberal nationalist,0
453,0126fffcd40e338f, utchas anyone considered how matter the stuff we are all made from actually interact with time and time travel if i were to travel back in time would i be frozen and isolated in spacetime whilst everything else around me travel backwards in time or will i also physically and biologically travel back in time that is i get younger and younger and then disappear because i was not yet created thus defeating the grandfather paradox although if it were possible for signals or information to travel backwards and forwards in time does this possibility automatically extend to matter as we know it ie particles giving rise to electrons protons and neutrons and ultimately biological beings such as ourselves    july,0
454,0127241dc11006b4,i want to offer you a tremendous thank you for your suggestions which i believe will be paramount to the successful inclusion of rantmedia  ive vastly improved the article since the afd nomination as well as  since yesterday afternoon  i wasnt clear to me what was necessary to be done with the article and you were truly the first to really answer my question of what is it going to take  so from the bottom of my heart thank you    tc  ,0
455,01273b6ed7bd5ab0,i have to laugh when watching the supposedly british national news with guys barely up to their ankles in snow implying that ragnarok is upon us yet on the same day when trees are being blown down and main roads being blocked by snow in scotland it doesnt seem to be noteworthy scotland routinely gets ignored on the national news and even people from the north of england were complaining about the fuss made by the southern oriented news tourists appear to be amazed that things are falling apart because of something like this my mother had a very good giggle at the reporters live in trafalgar square in a couple of inches of snow or beside a main road barely ankle deep  lance tyrell,0
456,012774df29ab567e,a friendly advice if you have to refer to me kindly use cult free and not only cult ,0
457,01299c922a2310c1,great links imo the american people are on the whole good and decent but the so called leaders are fully controlled by an elite bent on domination and control this whistelblower says the same   talk ,0
458,012a75d7f2bb069e,queens university as stated previously i am quite pertrubed and to be quite honest frustrated that you would remove the section pertaining to the universitys traditions do you have a personal vendetta against the institution or dislike it for whatever reason you removed the compliation of material regarding the jackets and other traditions which i find odd considering similar traditions have been allowed to remain on other university wikipedia pages mindlessly deleting material without group consent constitutes vandalism and while i am sure that your intention was not malicious it was a shortsighted move on your part please allow us to discuss this in greater detail,0
459,012b305351d49596,  january  utcthe argument at wpnatural seems to rely on showing that the other name is common so you need to prove that the other name is common numbers might help a bit also above we are told that gohatto rather than     is the name of the film in japan but this turned out to be false incidentally ryuhei matsuda it seems to me looks more like his mother than his father what do you think also how authentic is the portrayal of the shinsengumi in this film do you have any historical insights   ,0
460,012cac13e9d4dbd5,unspecified source for imagemetropolitanofmoscowmakariynevskiyjpgthanks for uploading imagemetropolitanofmoscowmakariynevskiyjpg i noticed that the files description page currently doesnt specify who created the content so the copyright status is unclear if you did not create this file yourself then you will need to specify the owner of the copyright if you obtained it from a website then a link to the website from which it was taken together with a restatement of that websites terms of use of its content is usually sufficient information however if the copyright holder is different from the websites publisher then their copyright should also be acknowledgedas well as adding the source please add a proper copyright licensing tag if the file doesnt have one already if you createdtook the picture audio or video then the  tag can be used to release it under the gfdl if you believe the media meets the criteria at wikipediafair use use a tag such as  or one of the other tags listed at wikipediaimage copyright tagsfair use see wikipediaimage copyright tags for the full list of copyright tags that you can useif you have uploaded other files consider checking that you have specified their source and tagged them too you can find a list of files you have uploaded by following  this link unsourced and untagged images may be deleted one week after they have been tagged as described on criteria for speedy deletion if the image is copyrighted under a nonfree license per wikipediafair use then the image will be deleted  hours after  if you have any questions please ask them at the media copyright questions page thank you do you want to opt out of receiving this notice  hi ,0
461,012d059ecf3c421b, percent koreans eat dog meat  koreans have tried not regular korean food dietdont genearalize or finger point that all koreans eat dogmeat that isnt true,0
462,012d67f33df12fe5,support lets protect and save this page from user this page has full of errors and invalid references,0
463,012db3deb39d94ca,apparently  i thought tom was offline and filed an editwarring report and yellowmonkey picked it up before tom mentioned the page protection  well see if it sticks,0
464,012e5440e4719d96,newsletter draft ready hi danki have prepared an initial draft of our drive wrapup newsletter at wikipediawikiproject guild of copy editorsnewslettersapril  if you could find the time to check it over before it goes out that would be super thanks,0
465,012e5aac611eb91f,should be omitted entirely,0
466,012e80c3e008d7b2,is that not a true description on a booger if not then prove to me what is,0
467,012edfca8b3fa98c,stay off my talk page stalker ,0
468,013004b25c95612e,anthony de mello hi i need this page written anthony de mello it currently redirects to a priest do you have any suggestions on the dab title cricketer,0
469,0131ac65a61b2979,thanks and happy new year to you too     lets talk about it ,0
470,01321f16670e3710,more mature way central posted ,0
471,013280ab92bbdc16,stop vandalizing my userpage i know its someone from here,0
472,0132912330421bc5,oppose i do not think a merge is a good idea,0
473,01358bff1d2a9d73,maybe but that does not lead to the conclusion that the taip aircraft remained in africa and did not return back after ferrying the soldiers the article on colaconet also does not shed any light on this,0
474,013772f0bacb41b7,thanks thanks for the thanks i just leave them in my watchlist after i found an archive full of vandalism a while back given that it was slashdotted i suspect we will see a bit more of it i might get someone else to fully protect it if it continues i cant do it because of coi i would also like to thank you for keeping an open mind changing votes is an encouraging sign of good faith regards,0
475,01389dc7e054bfe5,helloif youre interested we could really use your help,0
476,013ad5246f4b953b,fk all rides at worlds of fun  i hate all rides at worlds of fun because they are shtty and boring all ride operators at wof should be fired sued and hanged burn all wof coasters arrest all wof park operators assassinate all wof customers i heard that a boy died on timberwolf on august  thats stupid worlds of fun should have nown better to built that sht ride worlds of fun cares about money and prophet moar than theyre customers burn that sht park down fk you rides worlds of fun is dangerouser than grround zero and area  worlds of fun should burn in hell,0
477,013bd808a6d3d69b,as to job for you sure thing  as soon as i find time for that also i notifyed novanova asking him to start editing the httpenwikipediaorgwikicroatisation this guy knows a lot about croats and their history,0
478,013c1a43411c5f9a,oh ok i just wanted to see what people thought anyway its up for csd hey do you like my talk page i hope you dont mind     talk er,0
479,013d17a8b342f501,wrong the capital is podgorica as it has always been since july   the seat of government parliament and president is in podgorica cetinje is only the seat of the kingdom of montenegro in exile and besides only capital cities have embassies and podgorica has them and do you see any in cetinje no besides no one in montenegro nor in the world say that cetinje is the capital of montenenegro but instead they say it is podgorica and also that consitution was adopted in  very outdated and a new one is due next year,0
480,013d284ed9942e91,mark ii subseci removed the mark iix subsections and made them bulleted lists  there was no reason in my eyes to subsec one line of information ,0
481,01402c8ac88fa9de, can there be a more concise listing the listing of other inventions is profoundly vague why group  different categories together why even mention things that the chinese received purely from outside sources there should be a much more complete well managed list of chinese developments which ive yet to find along with how these were transmitted globally and whether or not places like europe got them purely from the chinesethis really needs the attention of people with some remote expertise which i guess is somewhat there when needhams work which is profoundly rare in private collections was cited not like the arrogant bigoted ass who was crying about chinese nationalism yet then went onto say that they only invented noodlesand besides why are things like the cannon and porcelain listed under other inventions who developed these independently,0
